folio,codigo,descripcion,marca,cantidad,precio,categoria
1118,090082,BOMBON GIGANTE 15/400GR DLR,DLR,1.000000,12.300000,PRODUCTOS DE CONFITERIA
1034,210016,VASO # 108 40/25PZ CONVERMEX,CONVERMEX,1.000000,0.065000,Subfamilia de Varios
1034,210203,VASO # 716 20/25PZ CONVERMEX,CONVERMEX,1.000000,0.268000,Subfamilia de Varios
1035,180719,CHAROLA MARIEL 855 10/50 REYMA,REYMA,1.000000,7.410000,Subfamilia de Varios
1035,210016,VASO # 108 40/25PZ CONVERMEX,CONVERMEX,1.000000,0.065000,Subfamilia de Varios
1035,210203,VASO # 716 20/25PZ CONVERMEX,CONVERMEX,1.000000,0.268000,Subfamilia de Varios
1036,210363,ENVASE 32J32 946ML 20/15 DART,DART,3.000000,0.273000,Subfamilia de Varios
1036,210387,TAPA 32SL TRANSL.P/POP 5/100 DART,DART,2.000000,43.570000,Subfamilia de Varios
1037,210363,ENVASE 32J32 946ML 20/15 DART,DART,3.000000,0.273000,Subfamilia de Varios
1037,210387,TAPA 32SL TRANSL.P/POP 5/100 DART,DART,2.000000,43.570000,Subfamilia de Varios
1040,090082,BOMBON GIGANTE 15/400GR DLR,DLR,2.000000,24.600000,PRODUCTOS DE CONFITERIA
1040,090083,BOMBON MEDIANO 15/400GR DLR,DLR,2.000000,25.800000,PRODUCTOS DE CONFITERIA
1041,090082,BOMBON GIGANTE 15/400GR DLR,DLR,2.000000,24.600000,PRODUCTOS DE CONFITERIA
1041,090083,BOMBON MEDIANO 15/400GR DLR,DLR,2.000000,25.800000,PRODUCTOS DE CONFITERIA
1043,150014,SABRISURTIDO 1/30PZ ALEGRO,ALEGRO,20.000000,1405.640000,BOTANAS
1043,150016,SABRIMAYOREO 44PZ ALEGRO,ALEGRO,15.000000,2025.000000,BOTANAS
1043,050397,PAQUETE DIVERSION 6/1.5KG BARCEL,BARCEL,5.000000,41.500000,PRODUCTOS DE CONFITERIA
1043,380001,OBLEA TIRA 50/10PZ BARCEL,BARCEL,5.000000,23.895000,PRODUCTOS DE CONFITERIA
