folio,codigo,descripcion,marca,cantidad,precio,categoria
2596,210079,VASO # 8 20/50PZ REYMA,REYMA,20.000000,950.980000,Subfamilia de Varios
2597,210146,VASO # 732 20/15PZ CONVERMEX,CONVERMEX,4.000000,1.980000,Subfamilia de Varios
2597,180722,CHAROLA MARIEL 66 10/50 REYMA,REYMA,10.000000,57.500000,Subfamilia de Varios
2597,180719,CHAROLA MARIEL 855 10/50 REYMA,REYMA,20.000000,148.200000,Subfamilia de Varios
2597,180514,CONTENEDOR 8X8 DIV 8/25 REYMA,REYMA,3.000000,54.960000,Subfamilia de Varios
2597,180753,CONTENEDOR 8X8 LISO 8/25 REYMA,REYMA,5.000000,28.900000,Subfamilia de Varios
2597,210079,VASO # 8 20/50PZ REYMA,REYMA,20.000000,950.980000,Subfamilia de Varios
3013,210146,VASO # 732 20/15PZ CONVERMEX,CONVERMEX,5.000000,2.475000,Subfamilia de Varios
3013,180719,CHAROLA MARIEL 855 10/50 REYMA,REYMA,10.000000,74.100000,Subfamilia de Varios
3013,210079,VASO # 8 20/50PZ REYMA,REYMA,20.000000,950.980000,Subfamilia de Varios
3013,090082,BOMBON GIGANTE 15/400GR DLR,DLR,10.000000,123.000000,PRODUCTOS DE CONFITERIA
3013,090011,BOMBON CHOC.20/50PZ DLR,DLR,15.000000,20.340000,PRODUCTOS DE CONFITERIA
3013,150014,SABRISURTIDO 1/30PZ ALEGRO,ALEGRO,20.000000,1405.640000,BOTANAS
3014,210146,VASO # 732 20/15PZ CONVERMEX,CONVERMEX,5.000000,2.475000,Subfamilia de Varios
3014,180719,CHAROLA MARIEL 855 10/50 REYMA,REYMA,10.000000,74.100000,Subfamilia de Varios
3014,210079,VASO # 8 20/50PZ REYMA,REYMA,20.000000,950.980000,Subfamilia de Varios
3014,090082,BOMBON GIGANTE 15/400GR DLR,DLR,10.000000,123.000000,PRODUCTOS DE CONFITERIA
3014,090011,BOMBON CHOC.20/50PZ DLR,DLR,15.000000,20.340000,PRODUCTOS DE CONFITERIA
3014,150014,SABRISURTIDO 1/30PZ ALEGRO,ALEGRO,20.000000,1405.640000,BOTANAS
3053,180514,CONTENEDOR 8X8 DIV 8/25 REYMA,REYMA,4.000000,73.280000,Subfamilia de Varios
3053,180753,CONTENEDOR 8X8 LISO 8/25 REYMA,REYMA,4.000000,23.120000,Subfamilia de Varios
3053,180719,CHAROLA MARIEL 855 10/50 REYMA,REYMA,10.000000,74.100000,Subfamilia de Varios
3053,090011,BOMBON CHOC.20/50PZ DLR,DLR,20.000000,27.120000,PRODUCTOS DE CONFITERIA
3053,090082,BOMBON GIGANTE 15/400GR DLR,DLR,10.000000,123.000000,PRODUCTOS DE CONFITERIA
3053,150014,SABRISURTIDO 1/30PZ ALEGRO,ALEGRO,10.000000,702.820000,BOTANAS
3053,010245,BOCADIN CHOC BLS 12/50 BARCEL,BARCEL,20.000000,350.000000,PRODUCTOS DE CONFITERIA
3054,180514,CONTENEDOR 8X8 DIV 8/25 REYMA,REYMA,4.000000,73.280000,Subfamilia de Varios
3054,180753,CONTENEDOR 8X8 LISO 8/25 REYMA,REYMA,4.000000,23.120000,Subfamilia de Varios
3054,180719,CHAROLA MARIEL 855 10/50 REYMA,REYMA,10.000000,74.100000,Subfamilia de Varios
3054,090011,BOMBON CHOC.20/50PZ DLR,DLR,20.000000,27.120000,PRODUCTOS DE CONFITERIA
3054,090082,BOMBON GIGANTE 15/400GR DLR,DLR,10.000000,123.000000,PRODUCTOS DE CONFITERIA
3054,150014,SABRISURTIDO 1/30PZ ALEGRO,ALEGRO,10.000000,702.820000,BOTANAS
3054,010245,BOCADIN CHOC BLS 12/50 BARCEL,BARCEL,20.000000,350.000000,PRODUCTOS DE CONFITERIA
3081,210146,VASO # 732 20/15PZ CONVERMEX,CONVERMEX,3.000000,1.485000,Subfamilia de Varios
